@relation 'PC2_fix-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute 35 {B,C,A,D}
@attribute 4 {A,B,C,D}
@attribute 30 {A,C,B,D}
@attribute 31 {A,C,B,D}
@attribute 32 {A,B,C,D}
@attribute 34 {A,B,C,D}
@attribute 3 {A,B,C,D}
@attribute 36 {A,B,C,D}
@attribute 24 {A,B,D,C}
@attribute 23 {B,A,C,D}
@attribute 19 {B,A,C,D}
@attribute 33 {A,B,C,D}
@attribute 21 {A,C,B,D}
@attribute 20 {A,B,C,D}
@attribute 17 {B,D,A,C}
@attribute 12 {A,B,C,D}
@attribute 18 {B,C,A,D}
@attribute 25 {D,C,A,B}
@attribute 28 {A,B,C,D}
@attribute 1 {A,B,C,D}
@attribute 7 {B,C,D,A}
@attribute 6 {A,B,C,D}
@attribute 11 {D,A,C,B}
@attribute 10 {A,B,D,C}
@attribute 22 {B,A,C,D}
@attribute 29 {A,B,C,D}
@attribute 26 {A,B,C,D}
@attribute 5 {A,B,C,D}
@attribute 27 {A,B,C,D}
@attribute 2 {A,B,C,D}
@attribute 9 {A,B,D,C}
@attribute 16 {A,B,C,D}
@attribute 15 {B,A,C,D}
@attribute 13 {A,B,C,D}
@attribute 8 {A,B,C,D}
@attribute 14 {A,D}
@attribute class {FALSE,TRUE}

@data
B,A,C,A,B,A,A,A,A,B,B,A,A,B,D,A,B,D,A,A,C,A,D,A,B,A,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,D,A,A,C,A,D,A,D,A,A,A,A,A,A,B,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,A,A,C,A,D,A,A,B,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,A,A,C,A,D,A,C,B,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,A,A,C,A,D,A,C,B,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,A,A,C,A,D,A,D,B,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,D,A,A,C,A,D,A,B,B,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,D,A,A,C,A,D,A,B,B,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,D,A,A,C,A,D,A,C,A,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,D,A,A,C,A,D,A,C,A,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,D,A,A,C,A,D,A,C,B,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,D,A,A,C,A,D,A,C,B,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,D,A,A,C,A,D,A,C,C,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,D,A,A,C,A,D,A,D,A,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,D,A,A,C,A,D,A,D,A,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,D,A,A,C,A,D,A,D,B,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,D,A,A,C,A,D,A,D,B,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,B,A,B,A,A,A,A,B,B,A,A,A,B,B,A,D,A,A,C,A,D,A,C,A,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,B,B,A,A,A,B,B,A,D,A,A,C,A,D,A,C,B,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,D,A,A,C,A,D,A,B,A,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,D,A,A,C,A,D,A,B,B,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,D,A,A,C,A,D,A,B,B,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,A,A,B,A,A,A,A,B,B,B,A,A,B,B,B,C,A,A,C,A,D,A,B,B,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,B,B,A,A,A,B,B,B,D,A,A,C,A,D,A,B,A,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,A,A,B,A,A,A,A,B,B,A,A,A,B,B,B,D,A,A,C,A,D,A,B,A,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,B,A,B,A,A,A,A,B,B,A,A,A,B,B,B,D,A,A,C,A,D,A,B,A,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,B,B,D,A,A,C,A,D,A,B,B,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,B,B,D,A,A,C,A,D,A,B,B,A,A,A,A,A,A,B,A,A,A,TRUE
B,A,A,A,A,A,A,A,A,B,B,A,A,A,B,B,B,D,A,A,C,A,D,A,B,B,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,B,A,A,A,A,A,A,B,B,A,A,A,B,B,B,D,A,A,C,A,D,A,B,B,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,B,A,A,A,A,A,A,B,B,A,A,A,B,B,B,D,A,A,C,A,D,A,B,B,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,C,A,B,A,A,A,B,B,B,A,B,B,B,B,B,D,A,A,C,A,D,A,B,A,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,C,C,B,A,A,A,B,B,B,A,C,B,B,B,C,D,A,A,C,A,D,A,A,A,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,D,A,A,C,A,D,A,C,B,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,A,A,B,A,A,A,A,A,A,A,A,A,D,B,A,D,A,A,C,A,D,A,C,B,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,B,A,B,A,A,A,A,A,A,A,A,A,D,B,A,D,A,A,C,A,D,A,C,B,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,D,A,A,C,A,D,A,D,A,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,B,A,A,A,A,A,A,A,A,A,D,B,A,D,A,A,C,A,D,A,D,A,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,B,A,C,A,A,A,A,B,B,A,A,B,D,B,A,D,A,A,C,A,D,A,C,A,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,C,B,B,A,A,A,B,B,B,A,B,B,D,B,B,D,A,A,C,A,D,A,B,A,A,A,A,A,A,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,D,A,A,C,A,D,A,C,B,A,A,A,A,A,B,B,A,A,A,FALSE
B,A,B,A,B,A,A,A,A,B,B,A,A,A,B,B,B,D,A,A,C,A,D,A,B,A,A,A,A,A,A,B,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,D,A,A,C,A,D,A,D,A,A,A,A,A,A,B,B,A,A,A,FALSE
B,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,D,A,A,C,A,D,A,C,B,A,A,A,A,A,C,B,A,A,A,FALSE
B,A,A,A,B,A,A,A,A,A,A,A,A,A,C,B,A,D,A,A,C,A,D,A,C,B,A,A,A,A,A,C,B,A,A,A,FALSE
B,A,C,A,B,A,A,A,A,B,B,A,A,B,D,B,B,D,A,A,C,A,D,A,B,A,A,A,A,A,A,C,B,A,A,A,FALSE
B,A,A,A,B,A,A,A,A,A,A,A,A,A,D,B,A,D,A,A,C,A,D,A,C,B,A,A,A,A,A,D,B,A,A,A,FALSE
B,A,B,A,B,A,A,A,A,A,A,A,A,A,D,B,A,D,A,A,C,A,D,A,C,B,A,A,A,A,A,D,B,A,A,A,FALSE
B,A,B,A,C,A,A,A,A,B,B,A,A,A,D,B,A,D,A,A,C,A,D,A,C,A,A,A,A,A,A,D,B,A,A,A,FALSE
B,A,A,A,B,A,A,A,A,B,B,A,A,A,D,B,A,D,A,A,C,A,D,A,C,B,A,A,A,A,A,D,B,A,A,A,FALSE
B,A,B,A,B,A,A,A,A,B,B,A,A,A,D,B,A,D,A,A,C,A,D,A,C,B,A,A,A,A,A,D,B,A,A,A,FALSE
B,A,B,A,C,A,A,A,A,B,B,A,A,A,D,B,A,D,A,A,C,A,D,A,C,B,A,A,A,A,A,D,B,A,A,A,FALSE
B,A,B,A,C,A,A,A,A,B,B,A,A,B,D,B,A,D,A,A,C,A,D,A,C,A,A,A,A,A,A,D,B,A,A,A,FALSE
B,A,C,A,C,A,A,A,B,B,B,A,B,B,D,B,B,D,A,A,C,A,D,A,B,A,A,A,A,A,A,D,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,C,A,A,C,A,A,A,B,B,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,C,A,A,C,A,A,A,B,C,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,C,A,A,C,A,A,A,C,C,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,C,A,A,C,A,A,A,C,C,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,C,A,A,C,A,A,A,B,C,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,B,B,A,A,A,B,B,B,C,A,A,C,A,A,A,B,B,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,B,A,A,A,A,B,B,B,A,A,B,B,B,C,A,A,C,A,A,A,B,B,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,B,A,A,A,A,A,A,B,B,A,A,A,B,B,B,C,A,A,C,A,A,A,B,B,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,B,A,A,A,A,A,A,B,B,B,A,A,B,B,B,C,A,A,C,A,A,A,B,B,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,B,B,A,A,A,B,B,B,C,A,A,C,A,A,A,B,C,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,B,B,B,A,A,B,B,B,C,A,A,C,A,A,A,B,C,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,B,B,C,A,A,B,B,B,C,A,A,C,A,A,A,B,C,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,B,A,B,A,A,A,B,B,B,A,A,B,B,B,B,C,A,A,C,A,A,A,B,A,A,A,A,A,B,A,B,A,A,A,FALSE
C,A,D,C,B,A,A,A,D,C,C,A,D,C,B,B,C,C,A,A,C,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,B,A,B,A,A,A,A,B,B,A,A,A,D,B,A,C,A,A,C,A,A,A,C,B,A,A,A,A,B,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,D,A,A,C,A,D,A,C,B,A,A,A,A,B,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,A,A,C,A,D,A,C,B,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,C,A,A,C,A,D,A,B,C,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,C,C,A,A,C,A,D,A,A,B,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,C,A,A,C,A,D,A,C,B,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,C,A,A,C,A,D,A,C,B,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,C,A,A,C,A,D,A,C,C,A,A,A,A,B,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,D,A,A,C,A,D,A,C,B,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,C,A,A,C,A,D,A,B,B,A,A,A,A,B,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,C,A,A,C,A,D,A,B,C,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,C,A,A,C,A,D,A,B,C,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,B,B,A,A,A,B,B,B,C,A,A,C,A,D,A,B,B,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,B,A,A,A,A,A,A,B,B,A,A,A,B,B,B,C,A,A,C,A,D,A,B,B,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,B,B,A,A,A,B,B,B,C,A,A,C,A,D,A,B,C,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,B,A,A,A,A,A,A,B,B,A,A,A,B,B,B,C,A,A,C,A,D,A,B,C,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,B,A,A,A,A,A,A,B,B,A,A,B,B,B,B,C,A,A,C,A,D,A,B,A,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,B,A,A,A,A,A,A,B,B,A,A,B,B,B,B,C,A,A,C,A,D,A,B,B,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,B,A,B,A,A,A,A,B,B,B,A,B,B,B,B,C,A,A,C,A,D,A,B,B,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,B,A,B,A,A,A,B,B,B,C,A,B,B,B,B,C,A,A,C,A,D,A,B,B,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,C,A,B,A,A,A,B,B,B,A,B,B,B,B,B,C,A,A,C,A,D,A,B,A,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,B,B,B,A,A,B,B,C,C,A,A,C,A,D,A,A,B,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,B,A,A,A,A,A,A,B,B,A,A,A,B,B,C,C,A,A,C,A,D,A,A,B,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,B,B,A,A,A,A,B,B,B,C,B,B,B,B,C,C,A,A,C,A,D,A,A,B,A,A,A,A,B,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,D,A,D,A,A,C,A,A,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,D,A,D,A,A,D,A,A,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,D,A,D,A,C,D,A,A,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,D,A,D,A,D,D,A,A,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,D,A,A,D,A,D,A,C,B,A,A,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,D,A,A,D,A,D,A,C,D,A,A,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,D,A,A,D,A,D,A,D,D,A,A,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,D,A,A,D,A,D,A,B,D,A,A,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,D,A,D,A,A,B,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,D,A,D,A,A,C,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,D,A,A,D,A,D,A,D,C,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,A,A,D,A,D,A,A,D,A,A,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,A,A,D,A,D,A,C,D,A,A,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,A,A,D,A,D,A,D,D,A,A,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,D,A,A,D,A,D,A,C,B,A,A,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,D,A,A,D,A,D,A,C,D,A,A,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,D,A,A,D,A,D,A,D,D,A,A,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,A,A,D,A,D,A,A,C,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,A,A,D,A,D,A,A,D,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,D,A,A,D,A,D,A,B,D,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,D,A,A,D,A,D,A,B,D,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,D,A,A,D,A,D,A,C,D,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,D,A,A,D,A,D,A,D,C,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,D,A,A,D,A,D,A,D,C,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,C,A,A,D,A,A,A,C,D,A,A,A,A,B,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,B,B,C,A,A,D,A,A,A,B,D,A,A,A,A,B,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,B,B,C,A,A,D,A,A,A,B,D,A,A,A,A,B,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,C,A,A,D,A,A,A,C,D,A,A,A,A,B,A,B,A,A,A,FALSE
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,C,A,A,D,A,A,A,C,D,A,A,A,A,B,A,B,A,A,A,FALSE
