@relation 'PC2_fix-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute 18 {B,C,A,D}
@attribute 17 {B,D,A,C}
@attribute 16 {A,B,C,D}
@attribute 35 {B,C,A,D}
@attribute 22 {B,A,C,D}
@attribute 19 {B,A,C,D}
@attribute 14 {A,D}
@attribute 13 {A,B,C,D}
@attribute 5 {A,B,C,D}
@attribute 11 {D,A,C,B}
@attribute 8 {A,B,C,D}
@attribute 9 {A,B,D,C}
@attribute 10 {A,B,D,C}
@attribute 20 {A,B,C,D}
@attribute 21 {A,C,B,D}
@attribute 7 {B,C,D,A}
@attribute 31 {A,C,B,D}
@attribute 30 {A,C,B,D}
@attribute 32 {A,B,C,D}
@attribute 23 {B,A,C,D}
@attribute 4 {A,B,C,D}
@attribute 29 {A,B,C,D}
@attribute 28 {A,B,C,D}
@attribute 27 {A,B,C,D}
@attribute 26 {A,B,C,D}
@attribute 24 {A,B,D,C}
@attribute 15 {B,A,C,D}
@attribute 25 {D,C,A,B}
@attribute 3 {A,B,C,D}
@attribute 6 {A,B,C,D}
@attribute 36 {A,B,C,D}
@attribute 1 {A,B,C,D}
@attribute 33 {A,B,C,D}
@attribute 2 {A,B,C,D}
@attribute 12 {A,B,C,D}
@attribute 34 {A,B,C,D}
@attribute class {FALSE,TRUE}

@data
A,A,A,A,D,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,C,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
B,A,A,A,B,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
B,A,A,A,B,B,A,A,A,D,A,A,A,A,A,C,A,A,A,B,A,B,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
C,A,A,A,A,B,A,A,A,D,A,A,A,A,A,C,A,A,A,B,A,B,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
A,B,A,A,C,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
A,B,A,B,C,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
A,B,A,A,C,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
A,B,A,B,C,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
A,B,A,A,C,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,C,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
A,B,A,A,D,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
A,B,A,A,D,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,A,A,TRUE
A,B,A,B,D,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
B,B,A,A,B,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
B,B,A,A,B,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,A,A,TRUE
B,B,A,B,B,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
B,B,A,B,B,B,A,A,A,D,A,A,A,A,A,C,A,A,A,B,A,A,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
B,B,A,B,B,B,A,A,A,D,A,A,A,A,A,C,A,A,B,B,A,A,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
B,B,A,B,B,B,A,A,A,D,A,A,A,A,A,C,A,B,A,B,A,A,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
B,B,A,A,B,B,A,A,A,D,A,A,A,A,A,C,A,A,A,B,A,B,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
A,D,A,B,C,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
A,D,A,A,D,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
A,D,A,B,D,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
B,D,A,B,B,B,A,A,A,D,A,A,A,B,A,C,A,C,B,B,A,A,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
A,D,B,B,D,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,A,A,A,C,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,A,A,B,C,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,A,A,A,D,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,A,A,B,B,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,A,A,B,B,B,A,A,A,D,A,A,A,A,A,C,A,A,A,B,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,B,A,A,C,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,B,A,B,C,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,B,A,A,C,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,B,A,B,C,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,B,A,A,C,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,C,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,B,A,A,D,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,B,A,B,D,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,B,A,A,D,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,B,A,B,D,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,B,A,B,C,B,A,A,A,D,A,A,A,A,A,C,A,B,B,B,A,A,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,B,A,B,C,B,A,A,A,D,A,A,A,A,A,C,A,A,A,B,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,B,A,A,B,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,D,A,A,A,A,A,C,A,A,B,B,A,B,A,A,A,A,B,C,A,A,A,A,B,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,D,A,A,A,A,A,C,A,A,A,B,A,A,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,D,A,A,A,A,A,C,A,A,B,B,A,A,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,D,A,A,A,A,A,C,A,B,B,B,A,A,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,B,A,A,B,B,A,A,A,D,A,A,A,A,A,C,A,A,A,B,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,B,A,A,B,B,A,A,A,D,A,A,A,A,A,C,A,A,A,B,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,TRUE
B,B,A,B,B,B,A,A,A,D,A,A,A,A,A,C,A,A,A,B,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,B,A,A,B,B,A,A,A,D,A,A,A,A,A,C,A,B,A,B,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,D,A,A,A,A,A,C,A,B,A,B,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,D,A,A,A,B,B,C,A,C,B,B,A,A,A,A,A,B,B,D,A,A,A,A,A,A,B,A,FALSE
C,B,A,B,A,B,A,A,A,D,A,A,A,B,C,C,C,C,B,B,A,A,A,A,A,B,B,D,A,A,A,A,A,A,B,A,FALSE
A,D,A,B,C,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,D,A,B,C,A,A,A,A,D,A,A,A,A,A,C,A,A,B,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,D,A,B,C,A,A,A,A,D,A,A,A,A,A,C,A,B,B,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,D,A,A,D,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,D,A,A,D,A,A,A,A,D,A,A,A,A,A,C,A,A,B,A,A,A,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,D,A,B,C,B,A,A,A,D,A,A,A,B,A,C,A,B,C,B,A,A,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,D,A,B,B,B,A,A,A,D,A,A,A,B,B,C,B,C,B,B,A,A,A,A,A,B,B,D,A,A,A,A,A,A,B,A,FALSE
A,B,B,B,C,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,B,B,B,B,B,A,A,A,D,A,A,A,A,A,C,A,B,B,B,A,A,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,D,B,B,D,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,B,C,B,C,A,A,A,A,D,A,A,A,A,A,C,A,A,B,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,C,C,B,C,A,A,A,A,D,A,A,A,A,A,C,A,A,B,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,D,C,B,B,B,A,A,A,D,A,A,A,B,A,C,A,C,B,B,A,A,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,D,D,B,C,A,A,A,A,D,A,A,A,A,A,C,A,A,B,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,D,D,B,C,A,A,A,A,D,A,A,A,A,A,C,A,B,B,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,D,D,B,C,B,A,A,A,D,A,A,A,A,A,C,A,B,C,B,A,A,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,D,D,B,C,B,A,A,A,D,A,A,A,A,A,C,A,A,B,B,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,D,D,B,C,B,A,A,A,D,A,A,A,A,A,C,A,B,B,B,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,D,D,B,C,B,A,A,A,D,A,A,A,A,A,C,A,B,C,B,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,D,D,B,C,B,A,A,A,D,A,A,A,B,A,C,A,B,C,B,A,A,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,D,D,B,B,B,A,A,A,D,A,A,A,B,B,C,A,C,C,B,A,A,A,A,A,B,B,D,A,A,A,A,A,A,B,A,FALSE
B,A,A,B,B,A,A,A,A,A,A,B,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
B,A,A,B,B,A,A,A,A,A,A,B,A,A,A,C,A,A,A,A,A,C,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
A,B,A,B,C,A,A,A,A,A,A,B,A,A,A,C,A,A,A,A,A,C,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
A,B,A,B,C,A,A,A,A,A,A,B,A,A,A,C,A,A,B,A,A,C,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,A,A,A,A,A,A,B,A,A,A,C,A,A,A,A,A,C,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,A,A,B,A,A,A,C,A,A,A,B,A,B,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,A,A,B,A,A,A,C,A,A,B,B,A,B,A,A,A,A,B,C,A,A,A,A,B,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,A,A,B,A,A,A,C,A,B,A,B,A,B,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,A,A,B,A,A,A,C,A,B,A,B,A,B,A,A,A,A,B,C,A,A,A,A,B,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,A,A,B,A,A,A,C,A,A,A,B,A,C,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,A,A,B,A,A,A,C,A,A,A,B,A,C,A,A,A,A,B,C,A,A,A,A,B,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,A,A,B,A,A,A,C,A,A,A,B,A,C,A,A,A,A,B,C,A,A,A,A,C,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,A,A,B,A,B,A,C,A,B,B,B,A,A,A,A,A,B,B,C,A,A,A,A,A,A,B,A,FALSE
C,B,A,C,A,C,A,A,A,A,A,B,A,C,D,C,C,D,B,C,A,A,A,A,A,D,B,C,A,A,A,A,A,A,B,A,FALSE
A,D,A,B,C,B,A,A,A,A,A,B,A,A,A,C,A,B,B,B,A,B,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
A,B,A,A,C,A,A,A,A,D,A,B,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,C,A,A,A,A,D,A,B,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,A,A,B,B,A,A,A,A,D,A,B,A,A,A,C,A,A,A,A,A,C,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
C,A,A,B,A,B,A,A,A,D,A,B,A,A,A,C,A,A,A,B,A,B,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
A,B,A,B,C,A,A,A,A,D,A,B,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
A,B,A,B,C,A,A,A,A,D,A,B,A,A,A,C,A,A,B,A,A,B,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
A,B,A,B,C,A,A,A,A,D,A,B,A,A,A,C,A,A,A,A,A,C,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
A,B,A,A,C,A,A,A,A,D,A,B,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,A,A,A,A,D,A,B,A,A,A,C,A,A,A,A,A,B,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
B,B,A,A,B,A,A,A,A,D,A,B,A,A,A,C,A,A,A,A,A,C,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,A,A,A,A,D,A,B,A,A,A,C,A,A,A,A,A,C,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,D,A,B,A,A,A,C,A,A,A,B,A,B,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,D,A,B,A,A,A,C,A,B,A,B,A,B,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,D,A,B,A,A,A,C,A,A,A,B,A,C,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,D,A,B,A,A,A,C,A,B,A,B,A,C,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,D,A,B,A,B,A,C,A,B,A,B,A,A,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,D,A,B,A,B,A,C,A,B,A,B,A,B,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,D,A,B,A,B,A,C,A,B,B,B,A,B,A,A,A,A,B,C,A,A,A,A,B,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,D,A,B,A,B,A,C,A,B,B,B,A,B,A,A,A,B,B,C,A,A,A,A,C,A,B,A,FALSE
B,B,A,B,B,B,A,A,A,D,A,B,A,B,B,C,A,C,B,B,A,A,A,A,A,B,B,C,A,A,A,A,A,A,B,A,FALSE
C,B,A,B,A,B,A,A,A,D,A,B,A,A,A,C,A,A,A,B,A,B,A,A,A,A,B,C,A,A,A,A,B,A,B,A,FALSE
C,B,A,B,A,B,A,A,A,D,A,B,A,A,A,C,A,B,A,B,A,B,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
C,B,A,B,A,B,A,A,A,D,A,B,A,B,B,C,B,B,A,B,A,B,A,A,A,B,B,C,A,A,A,A,C,A,B,A,FALSE
A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,D,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,C,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,D,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,A,A,A,FALSE
A,B,A,A,C,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,B,A,A,A,A,A,D,A,A,A,A,A,A,A,A,FALSE
A,B,A,A,C,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,A,A,A,FALSE
A,B,A,A,D,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,A,A,A,FALSE
B,B,A,A,B,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,B,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
A,B,A,A,D,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,B,D,A,A,A,A,A,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,A,B,A,FALSE
A,A,A,A,C,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,A,B,A,FALSE
A,A,A,A,D,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,A,B,A,FALSE
A,B,A,A,C,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,B,A,A,A,A,A,D,A,A,A,A,A,A,B,A,FALSE
A,B,A,A,C,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,A,B,A,FALSE
A,B,A,A,D,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,A,B,A,FALSE
A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,A,A,A,B,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
B,A,A,A,B,B,A,A,A,D,A,A,A,A,A,D,A,A,A,B,A,D,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,B,A,A,C,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,B,A,A,D,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,D,A,A,D,A,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,B,D,A,A,A,A,A,A,B,A,FALSE
A,A,A,A,C,A,A,A,A,A,A,B,A,A,A,D,A,A,A,A,A,D,A,A,A,A,A,C,A,A,A,A,A,A,B,A,FALSE
B,B,A,A,B,B,A,A,A,A,A,B,A,A,A,D,A,A,A,B,A,D,A,A,A,A,A,C,A,A,A,A,A,A,B,A,FALSE
B,B,A,A,B,B,A,A,A,A,A,B,A,A,A,D,A,A,A,B,A,D,A,A,A,A,A,C,A,A,A,A,B,A,B,A,FALSE
A,A,A,A,C,A,A,A,A,A,A,B,A,A,A,D,A,A,A,A,A,D,A,A,A,A,B,C,A,A,A,A,A,A,B,A,FALSE
