@relation 'PC2_fix-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -W -M -1 -D 1 -K 10 -A 2-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute 35 {B,C,A,D}
@attribute 25 {D,C,A,B}
@attribute 9 {A,B,D,C}
@attribute 29 {A,B,C,D}
@attribute 7 {B,C,D,A}
@attribute 4 {A,B,C,D}
@attribute 17 {B,D,A,C}
@attribute 22 {B,A,C,D}
@attribute 12 {A,B,C,D}
@attribute 18 {B,C,A,D}
@attribute 32 {A,B,C,D}
@attribute 30 {A,C,B,D}
@attribute 31 {A,C,B,D}
@attribute 21 {A,C,B,D}
@attribute 2 {A,B,C,D}
@attribute 27 {A,B,C,D}
@attribute 5 {A,B,C,D}
@attribute 11 {D,A,C,B}
@attribute 8 {A,B,C,D}
@attribute 24 {A,B,D,C}
@attribute 33 {A,B,C,D}
@attribute 34 {A,B,C,D}
@attribute 13 {A,B,C,D}
@attribute 23 {B,A,C,D}
@attribute 19 {B,A,C,D}
@attribute 20 {A,B,C,D}
@attribute 26 {A,B,C,D}
@attribute 3 {A,B,C,D}
@attribute 36 {A,B,C,D}
@attribute 6 {A,B,C,D}
@attribute 1 {A,B,C,D}
@attribute 28 {A,B,C,D}
@attribute 14 {A,D}
@attribute 15 {B,A,C,D}
@attribute 10 {A,B,D,C}
@attribute 16 {A,B,C,D}
@attribute class {FALSE,TRUE}

@data
A,D,A,C,C,A,B,C,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,A,A,C,A,B,D,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,D,A,A,C,A,B,D,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,A,B,C,A,B,D,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,D,A,B,C,A,B,D,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,D,A,A,C,A,B,C,B,A,B,B,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,D,A,B,C,A,B,C,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,D,A,A,C,A,B,B,B,B,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,A,B,C,A,B,B,B,B,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,D,A,B,C,A,B,B,B,B,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,A,B,C,A,B,B,B,B,B,A,A,A,A,A,A,D,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,D,A,A,C,A,B,B,B,B,A,A,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,D,A,A,C,A,B,B,B,B,B,A,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,D,A,A,C,A,B,B,B,B,B,B,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,A,B,C,A,B,B,B,B,A,A,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,A,B,C,A,B,B,B,B,A,A,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,TRUE
B,D,A,B,C,A,B,B,B,B,A,A,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,A,B,C,A,B,B,B,B,A,B,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,D,A,B,C,A,B,B,B,B,A,B,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,D,A,A,C,A,B,B,B,B,B,C,A,B,A,A,A,D,A,B,A,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,FALSE
B,D,A,A,C,A,B,A,B,C,B,C,C,C,A,A,A,D,A,B,A,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,FALSE
B,D,A,B,C,A,D,C,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,D,A,B,C,A,D,C,B,A,B,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,D,A,B,C,A,D,C,B,A,B,B,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,A,A,C,A,D,D,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,A,A,C,A,D,D,B,A,B,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,D,A,A,C,A,D,C,B,A,C,B,A,A,A,A,A,D,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,FALSE
B,D,A,A,C,A,D,B,B,B,B,C,B,B,A,A,A,D,A,B,A,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,FALSE
B,D,A,B,C,A,B,C,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,FALSE
B,D,A,A,C,A,B,B,B,B,B,B,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,B,FALSE
B,D,A,A,C,A,D,D,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,FALSE
B,D,A,B,C,A,B,C,B,A,B,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,C,FALSE
B,D,A,B,C,A,C,C,B,A,B,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,C,FALSE
B,D,A,A,C,A,D,B,B,B,B,C,A,A,A,A,A,D,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,B,A,C,FALSE
B,D,A,B,C,A,D,C,B,A,B,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,FALSE
B,D,A,B,C,A,D,C,B,A,B,B,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,FALSE
B,D,A,A,C,A,D,C,B,A,C,B,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,D,FALSE
B,D,A,B,C,A,D,C,B,A,B,A,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,D,FALSE
B,D,A,B,C,A,D,C,B,A,B,B,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,D,FALSE
B,D,A,B,C,A,D,C,B,A,C,B,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,D,FALSE
B,D,A,A,C,A,D,C,B,A,C,B,A,A,A,A,A,D,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,B,A,D,FALSE
B,D,A,A,C,A,D,B,B,B,C,C,A,B,A,A,A,D,A,B,A,A,A,B,B,B,A,A,A,A,A,A,A,B,A,D,FALSE
B,C,B,B,C,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,C,C,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,C,C,A,B,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,C,C,A,B,C,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,C,C,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,B,C,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,B,C,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,B,C,A,B,B,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,B,C,A,B,B,B,B,A,B,A,A,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,C,C,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,C,C,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,C,C,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,C,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,A,C,A,B,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,FALSE
C,C,B,A,C,A,B,A,B,C,B,D,C,D,A,A,A,A,A,D,A,A,A,C,C,C,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,B,C,A,D,C,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,B,B,C,A,B,C,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,B,B,C,A,A,C,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,C,C,A,A,B,B,B,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,B,C,A,A,A,B,C,A,A,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,B,C,A,B,C,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,B,C,A,B,C,B,A,B,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,C,C,A,B,C,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,B,B,C,A,B,C,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,B,C,A,B,B,B,B,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,C,B,C,C,A,B,B,B,B,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,C,C,A,B,B,B,B,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,B,C,A,B,B,B,B,A,A,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,B,C,A,B,B,B,B,A,B,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,C,C,A,B,B,B,B,A,A,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,C,C,A,B,B,B,B,A,B,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,A,C,A,B,B,B,B,A,B,A,A,A,A,A,D,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,B,C,A,B,B,B,B,A,B,A,A,A,A,A,D,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,B,C,A,B,B,B,B,B,B,A,A,A,A,A,D,A,A,B,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,B,C,A,B,B,B,B,B,B,A,A,A,A,A,D,A,B,C,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,A,C,A,B,B,B,B,B,C,A,B,A,A,A,D,A,B,A,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,B,C,A,B,A,B,C,A,A,A,A,A,A,A,D,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,B,C,A,B,A,B,C,A,B,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
B,C,B,B,C,A,B,A,B,C,A,B,B,B,A,A,A,D,A,B,C,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,A,C,D,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,D,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,D,A,A,C,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,D,A,A,D,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,FALSE
A,D,A,B,D,A,B,C,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,D,A,B,C,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,D,A,B,D,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,D,A,B,B,A,B,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,FALSE
A,D,A,B,D,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,A,C,D,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,A,C,D,A,B,D,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,A,D,D,A,A,A,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,D,A,A,C,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,D,A,A,D,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,FALSE
A,D,A,B,D,A,B,C,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,D,A,B,C,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,D,A,B,D,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,FALSE
A,D,A,C,D,A,A,A,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,A,D,D,A,A,A,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,A,D,D,A,A,B,B,B,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,A,D,D,A,A,B,B,B,A,A,A,A,A,A,A,D,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,A,D,D,A,B,C,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,A,C,D,A,B,D,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,D,A,C,D,A,D,D,B,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,C,B,D,D,A,A,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,FALSE
A,C,B,D,D,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,FALSE
A,C,B,D,D,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,FALSE
A,C,B,D,D,A,A,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
